G_ID,SCIENTIFIC_NAME,ACRONYM,AUTHORITY,COFC,SYN,COMMON_NAME,FAMILY,FN,WET,FORM,HABIT,SHADE,USDA_ID,OH_TORE,TYPE,OH_STATUS,EMP,MW,NCNE,NOTES
1,Abutilon theophrasti,ABUTHE,Medik.,0,,VELVETLEAF,Malvaceae,,UPL,forb,AN,advent,ABTH,,DI,adventive,UPL,FACU,FACU,
2,Acalypha deamii,ACADEA,(Weath.) Ahles.,0,syn,DEAM'S TWO-SEEDED MERCURY,Euphorbiaceae,1,FAC,forb,AN,partial,ACDE4,,DI,native,,,,
3,Acalypha ostryifolia,ACAOST,Riddell,0,,HORNBEAM THREE-S. MERCURY,Euphorbiaceae,,FACU,forb,AN,advent,ACOS,,DI,adventive,,,,
4,Acalypha rhomboidea,ACARHO,Raf.,0,syn,RHOMBIC THREE-S. MERCURY,Euphorbiaceae,,FACU,forb,AN,partial,ACRH,,DI,native,FACU,FACU,FACU,
5,Acalypha sp.,ACALYP,L.,,,COPPERLEAF,Euphorbiaceae,,ND,forb,AN,ND,ACALY,,DI,,,,,
6,Acalypha virginica,ACAVIR,L.,0,syn,VIRGINIA THREE-S. MERCURY,Euphorbiaceae,,FACU,forb,AN,partial,ACVI,,DI,native,FACU,FACU,FACU,
7,Acer negundo,ACENEG,L.,3,,BOX ELDER,Aceraceae,2,FAC,tree,W,tree,ACNE2,,DI,native,FAC,FAC,FAC,
8,Acer palmatum,ACEPAL,Thunb.,0,,JAPANESE MAPLE,Aceraceae,,FACU,tree,W,advent,ACPA2,,DI,adventive,,,,
9,Acer pensylvanicum,ACEPEN,L.,10,,STRIPED MAPLE,Aceraceae,,FACU,tree,W,tree,ACPE,E,DI,native,FACU,FACU,FACU,
10,Acer platanoides,ACEPLA,L.,0,,NORWAY MAPLE,Aceraceae,,UPL,tree,W,advent,ACPL,,DI,adventive,UPL,UPL,UPL,
11,Acer rubrum,ACERUB,L.,2,,RED MAPLE,Aceraceae,3,FAC,tree,W,tree,ACRU,,DI,native,FAC,FAC,FAC,
12,Acer saccharinum,ACESAC,L.,3,,SILVER MAPLE,Aceraceae,,FACW,tree,W,tree,ACSA2,,DI,native,FACW,FACW,FACW,
13,Acer saccharum,ACESAR,Marshall,5,,SUGAR MAPLE,Aceraceae,4,FACU,tree,W,tree,ACSA3,,DI,native,FACU,FACU,FACU,
14,Acer sp.,ACER,L.,,,MAPLE,Aceraceae,,ND,tree,W,tree,ACER,,DI,,,,,
15,Acer spicatum,ACESPI,Lam.,8,,MOUNTAIN MAPLE,Aceraceae,,FACU,tree,W,tree,ACSP2,,DI,native,FACU,FACU,FACU,
16,Acer tataricum,ACETAT,L.,0,,TATARIAN MAPLE,Aceraceae,,FACU,tree,W,advent,ACTA80,,DI,adventive,,,,
3141,Acer x freemanii,ACEFRE,E.Murray,3,,Freeman maple,Aceraceae,,FACW,tree,W,tree,ACFR,,DI,native,FACW,FACW,FACW,Added to table 7/3/14
17,Achillea millefolium,ACHMIL,DC.,1,,YARROW,Asteraceae,5,FACU,forb,PE,full,ACMI2,,DI,native,FACU,FACU,FACU,
18,Aconitum noveboracense,ACONOV,A. Gray,10,syn,NORTHERN MONKSHOOD,Ranunculaceae,,UPL,forb,PE,shade,ACNO2,E,DI,native,,,,
19,Aconitum sp.,ACONIT,L.,10,,MONKSHOOD,Ranunculaceae,,ND,forb,PE,shade,ACONI,,DI,,,,,
20,Aconitum uncinatum,ACOUNC,L.,10,,SOUTHERN MONKSHOOD,Ranunculaceae,,FAC,forb,PE,shade,ACUN,E,DI,native,FAC,,,
21,Acorus americanus,ACOAME,(Raf.) Raf.,6,,AMERICAN SWEET-FLAG,Acoraceae,,OBL,forb,PE,full,ACAM,P,DI,native,OBL,OBL,OBL,
22,Acorus calamus,ACOCAL,L.,0,,SWEET-FLAG,Acoraceae,,OBL,forb,PE,advent,ACAM,,DI,adventive,OBL,OBL,OBL,
23,Actaea alba,ACTALB,(L.) Mill.,7,syn,WHITE BANEBERRY,Ranunculaceae,,UPL,forb,PE,shade,ACPA,,DI,native,UPL,FACU,UPL,syn. Actaea pachypoda
24,Actaea rubra,ACTRUB,(Aiton) Willd.,7,,RED BANEBERRY,Ranunculaceae,,UPL,forb,PE,shade,ACRU2,T,DI,native,UPL,FACU,FACU,
25,Actaea sp.,ACTAEA,L.,,,BANEBERRY,Ranunculaceae,,UPL,forb,PE,shade,ACTAE,,DI,,,,,
26,Actinidia arguta,ACTARG,(Siebold & Zucc.) Planch. ex Miq.,0,,TARA VINE,Actinidiaceae,,UPL,vine,PE,advent,,,DI,adventive,,,,
27,Adiantum pedatum,ADIPED,L.,6,,MAIDENHAIR FERN,Pteridaceae,,FAC,fern,PE,shade,ADPE,,SVP,native,FAC,FACU,FACU,
28,Adlumia fungosa,ADLFUN,(Aiton) Greene ex B.S.P.,8,,MOUNTAIN-FRINGE,Fumariaceae,,UPL,forb,BI,shade,ADFU,T,DI,native,,,,
29,Aegilops cylindrica,AEGCYL,Host,0,,JOINTED GOAT-GRASS,Poaceae,,UPL,grass,AN,advent,AECY,,MO,adventive,,,,
30,Aegopodium podagraria,AEGPOD,L.,0,,GOUTWEED,Apiaceae,,FACU,forb,PE,advent,AEPO,,DI,adventive,FACU,FAC,FAC,
31,Aesculus flava,AESFLA,Aiton,7,syn,YELLOW BUCKEYE,Hippocastanaceae,6,UPL,tree,W,tree,AEFL,,DI,native,FACU,FACU,FACU,
32,Aesculus glabra,AESGLA,Willd.,6,,OHIO BUCKEYE,Hippocastanaceae,7,FACU,tree,W,tree,AEGL,,DI,native,FACU,FAC,FAC,
33,Aesculus hippocastanum,AESHIP,L.,0,,HORSE-CHESTNUT,Hippocastanaceae,,UPL,tree,W,advent,AEHI,,DI,adventive,,,,
34,Aesculus sp.,AESCUL,L.,,,BUCKEYE,Hippocastanaceae,,ND,tree,W,tree,AESCU,,DI,,,,,
35,Aethusa cynapium,AETCYN,L.,0,,FOOL'S-PARSLEY,Apiaceae,,FACU,forb,AN,advent,AECY2,,DI,adventive,,,,
36,Agalinis auriculata,AGOAUR,(Michx.) S.F. Blake,8,syn,EAR-LEAVED FOXGLOVE,Scrophulariaceae,,UPL,forb,AN,full,AGAU3,E,DI,native,,,,
37,Agalinis gattingeri,AGAGAT,(Small) Small ex Britton,8,syn,GATTINGER'S FOXGLOVE,Scophulariaceae,,FACW,forb,AN,full,AGGA,T,DI,native,,,,
38,Agalinis purpurea (L.) Pennell var. parviflora,AGAPUPA,(Benth.) B. Boivin,10,syn,SMALL PURPLE FOXGLOVE,Scophulariaceae,,FACW,forb,AN,full,AGPUP,E,DI,native,,,,
39,Agalinis purpurea var. purpurea,AGAPUPU,(L.) Pennell,6,syn,LARGE PURPLE FOXGLOVE,Scophulariaceae,,FACW,forb,AN,full,AGPUC,,DI,native,,,,
40,Agalinis skinneriana,AGASKI,(A.W. Wood) Britton,10,syn,SKINNER'S FOXGLOVE,Scophulariaceae,8,FACW,forb,AN,full,AGSK,E,DI,native,,,FACU,
41,Agalinis sp.,AGALIN,Raf.,,,FALSE FOXGLOVE,Scrophulariaceae,,ND,forb,AN,full,AGALI,,DI,,,,,
42,Agalinis tenuifolia,AGATEN,(M. Vahl) Raf.,4,syn,SLENDER FOXGLOVE,Scophulariaceae,9,FAC,forb,AN,full,AGTE3,,DI,native,FAC,FACW,FACW,
43,Agastache nepetoides,AGANEP,(L.) Kuntze,4,,YELLOW GIANT-HYSSOP,Lamiaceae,,FACU,forb,PE,shade,AGNE2,,DI,native,FACU,FACU,FACU,
44,Agastache scrophulariifolia,AGASCR,(Willd.) Kuntze,4,,PURPLE GIANT-HYSSOP,Lamiaceae,,UPL,forb,PE,shade,AGSC,,DI,native,,,,
45,Agastache sp.,AGASTA,Clayton ex Gronov.,,,GIANT-HYSSOP,Lamiaceae,,ND,forb,PE,shade,AGAST,,DI,,,,,
46,Agrimonia gryposepala,AGRGRY,Wallr.,3,,TALL AGRIMONY,Rosaceae,,FACU,forb,PE,partial,AGGR2,,DI,native,FACU,FACU,FACU,
47,Agrimonia parviflora,AGRPAR,Aiton,2,,SMALL-FLOWERED AGRIMONY,Rosaceae,,FAC,forb,PE,shade,AGPA6,,DI,native,FACW,FACW,FAC,
48,Agrimonia pubescens,AGRPUB,Wallr.,5,,DOWNY AGRIMONY,Rosaceae,,UPL,forb,PE,shade,AGPU,,DI,native,,,,
49,Agrimonia rostellata,AGRROS,Wallr.,5,,WOODLAND AGRIMONY,Rosaceae,,FACU,forb,PE,shade,AGRO3,,DI,native,FACU,FACU,FACU,
50,Agrimonia sp.,AGRIMO,L.,,,AGRIMONY,Rosaceae,,ND,forb,PE,partial,AGRIM,,DI,,,,,
51,Agrimonia striata,AGRSTR,Michx.,7,,LINED AGRIMONY,Rosaceae,,FACU,forb,PE,shade,AGST,,DI,native,FACU,FACU,FACU,
52,Agropyron desertorum,AGRDES,(Fisch. ex Link) Schult.,0,,WHEATGRASS,Poaceae,,UPL,grass,PE,advent,AGDE2,,MO,adventive,,,,
53,Agrostemma githago,AGRGIT,L.,0,,CORN-COCKLE,Caryophyllaceae,,FACU,forb,BI,advent,AGGI,,DI,adventive,,,,
54,Agrostis capillaris,AGRCAP,L.,0,,RHODE ISLAND BENT GRASS,Poaceae,10,UPL,grass,PE,advent,AGCA5,,MO,adventive,FAC,FAC,FAC,
55,Agrostis elliottiana,AGRELL,Schult.,5,,ELLIOTT'S BENT GRASS,Poaceae,,UPL,grass,AN,full,AGEL4,E,MO,native,FACU,FACU,FACU,
56,Agrostis gigantea,AGRGIG,Roth,0,syn,REDTOP,Poaceae,11,FACW,grass,PE,advent,AGGI2,,MO,adventive,FACW,FACW,FACW,
57,Agrostis hyemalis,AGRHYE,(Walter) B.S.P.,3,,TICKLEGRASS,Poaceae,12,FAC,grass,PE,shade,AGHY,,MO,native,FAC,FAC,FAC,
58,Agrostis perennans,AGRPER,(Walter) Tuck.,4,,AUTUMN BENT GRASS,Poaceae,,FACU,grass,PE,partial,AGPE,,MO,native,FACU,FAC,FACU,
59,Agrostis sp.,AGROST,L.,,,BENT GRASS,Poaceae,,ND,grass,ND,ND,AGROS2,,MO,,,,,
60,Agrostis stolonifera,AGRSTO,L.,0,syn,CREEPING BENT GRASS,Poaceae,13,FACW,grass,PE,advent,AGST2,,MO,adventive,FACW,FACW,FACW,
61,Agrostis tenuis,AGRTEN,Sibth.,0,syn,COLONIAL BENT GRASS,Poaceae,,FACU,grass,PE,advent,AGCA5,,MO,adventive,,,,
62,Ailanthus altissima,AILALT,(Mill.) Swingle,0,,TREE-OF-HEAVEN,Simaroubaceae,,FACU,tree,W,advent,AIAL,,DI,adventive,FACU,FACU,UPL,
63,Aira caryophyllea,AIRCAR,L.,0,,SILVER HAIR GRASS,Poaceae,,FACU,grass,AN,advent,AICA,,MO,adventive,FAC,FACU,UPL,
64,Ajuga genevensis,AJUGEN,L.,0,,ERECT BUGLE-WEED,Lamiaceae,,FACU,forb,PE,advent,AJGE,,DI,adventive,,,,
65,Ajuga reptans,AJUREP,L.,0,,CARPET BUGLE-WEED,Lamiaceae,,UPL,forb,PE,advent,AJRE,,DI,adventive,,,,
66,Akebia quinata,AKEQUI,(Houtt.) Decne.,0,,CHOCOLATE-VINE,Lardizabalaceae,,UPL,vine,W,advent,AKQU,,DI,adventive,,,,
67,Albizia julibrissin,ALBJUL,Durazz.,0,,SILK-TREE,Mimosaceae,,UPL,tree,W,advent,ALJU,,DI,adventive,,,,
68,Aletris farinosa,ALEFAR,L.,8,,COLIC-ROOT,Liliaceae,,FAC,forb,PE,full,ALFA2,,MO,native,FAC,FAC,FAC,
69,Alisma sp.,ALISMA,L.,,,WATER-PLAINTAIN,Alismataceae,,OBL,forb,PE,full,ALISM,,MO,,OBL,OBL,OBL,
70,Alisma subcordatum,ALISUB,Raf.,2,syn,SOUTHERN WATER-PLANTAIN,Alismataceae,14,OBL,forb,PE,full,ALSU,,MO,native,OBL,OBL,OBL,
71,Alisma triviale,ALITRI,Pursh,6,syn,NORTHERN WATER-PLANTAIN,Alismataceae,,OBL,forb,PE,full,ALTR7,,MO,native,OBL,OBL,OBL,
72,Alliaria petiolata,ALLPET,(M. Bieb.) Cavara & Grande,0,syn,GARLIC MUSTARD,Brassicaceae,,FACU,forb,BI,advent,ALPE4,,DI,adventive,FACU,FAC,FACU,
73,Allium canadense,ALLCAN,L.,2,,WILD GARLIC,Liliaceae,,FACU,forb,PE,full,ALCA3,,MO,native,FACU,FACU,FACU,
74,Allium cernuum,ALLCER,Roth,5,,NODDING WILD ONION,Liliaceae,,FACU,forb,PE,full,ALCE2,,MO,native,FACU,FACU,FACU,
75,Allium sativum,ALLSAT,L.,0,,GARLIC,Liliaceae,,UPL,forb,PE,advent,ALSA2,,MO,adventive,,,,
76,Allium schoenoprasum,ALLSCH,L.,0,,CHIVES,Liliaceae,,FAC,forb,PE,advent,ALSC,,MO,adventive,FACU,FAC,FACU,
77,Allium sp.,ALLIUM,L.,,,ONION,Liliaceae,,ND,forb,PE,ND,ALLIU,,MO,,,,,
78,Allium tricoccum,ALLTRI,Aiton,5,,WILD LEEK,Liliaceae,15,FACU,forb,PE,shade,ALTR3,,MO,native,FACU,FACU,FACU,
79,Allium vineale,ALLVIN,L.,0,,FIELD GARLIC,Liliaceae,,FACU,forb,PE,advent,ALVI,,MO,adventive,FACU,FACU,FACU,
80,Alnus glutinosa,ALNGLU,(L.) Gaertn.,0,,BLACK ALDER,Betulaceae,,FACW,shrub,W,advent,ALGL2,,DI,adventive,FACW,FACW,FACW,
81,Alnus incana,ALNINC,(L.) Moench,6,syn,SPECKLED ALDER,Betulaceae,16,FACW,shrub,W,full,ALIN2,,DI,native,FACU,FACW,FACW,
82,Alnus serrulata,ALNSER,(Aiton) Willd.,6,,SMOOTH ALDER,Betulaceae,,OBL,shrub,W,full,ALSE2,,DI,native,OBL,OBL,OBL,
83,Alnus sp.,ALNUS,Mill.,,,ALDER,Betulaceae,,ND,shrub,W,ND,ALNUS,,DI,,,,,
84,Alopecurus aequalis,ALOAEQ,Sobol.,3,,SHORT-AWNED FOXTAIL,Poaceae,,OBL,grass,PE,partial,ALAE,,MO,native,OBL,OBL,OBL,
85,Alopecurus carolinianus,ALOCAR,Walter,1,,CAROLINA FOXTAIL,Poaceae,,FACW,grass,AN,partial,ALCA4,,MO,native,FACW,FACW,FACW,
86,Alopecurus myosuroides,ALOMYO,Huds.,0,,MOUSE FOXTAIL,Poaceae,,FACW,grass,AN,advent,ALMY,,MO,adventive,FACW,FACW,FACW,
87,Alopecurus pratensis,ALOPRA,L.,0,,MEADOW FOXTAIL,Poaceae,,FACW,grass,PE,advent,ALPR3,,MO,adventive,FACW,FACW,FAC,
88,Alopecurus sp.,ALOPEC,L.,0,,FOXTAIL,Poaceae,,ND,grass,ND,partial,ALOPE,,MO,,,,,
89,Althaea officinalis,ALTOFF,L.,0,,MARSH-MALLOW,Malvaceae,,FACW,forb,PE,advent,ALOF2,,DI,adventive,FACW,FACW,FAC,
90,Althaea rosea,ALTROS,(L.) Cav.,0,syn,HOLLYHOCK,Malvaceae,,UPL,forb,BI,advent,ALRO3,,DI,adventive,,,,
91,Alyssum alyssoides,ALYALY,(L.) L.,0,,ALYSSUM,Brassicaceae,,UPL,forb,AN,advent,ALAL3,,DI,adventive,,,,
92,Alyssum saxatile,ALYSAX,L.,0,,GOLDENTUFT,Brassicaceae,,FACU,forb,PE,advent,AUSA,,DI,adventive,,,,
93,Amaranthus albus,AMAALB,L.,0,,TUMBLEWEED,Amaranthaceae,,FACU,forb,AN,full,AMAL,,DI,native,FACU,FACU,FACU,
94,Amaranthus blitoides,AMABLI,S. Watson,0,,MAT AMARANTH,Amaranthaceae,17,UPL,forb,AN,advent,AMBL,,DI,adventive,FAC,FACU,FACU,
95,Amaranthus blitum,AMABLT,L.,0,,AMARANTH,Amaranthaceae,,FAC,forb,AN,advent,AMBL2,,DI,adventive,FACU,FAC,FACU,
96,Amaranthus cruentus,AMACRU,L.,0,,RED AMARANTH,Amaranthaceae,,FACU,forb,AN,advent,AMCR4,,DI,adventive,,,,
97,Amaranthus hybridus,AMAHYB,L.,0,,SMOOTH PIGWEED,Amaranthaceae,,UPL,forb,AN,advent,AMHY,,DI,adventive,,,,
98,Amaranthus palmeri,AMAPAL,S. Wats.,0,,CARELESS WEED,Amaranthaceae,,FACU,forb,AN,advent,AMPA,,DI,adventive,FACU,FACU,FACU,
99,Amaranthus powellii,AMAPOW,S. Wats.,0,,TALL AMARANTH,Amaranthaceae,,FACU,forb,AN,advent,AMPO2,,DI,adventive,,,,
100,Amaranthus retroflexus,AMARET,L.,0,,REDROOT,Amaranthaceae,,FACU,forb,AN,advent,AMRE,,DI,adventive,FACU,FACU,FACU,
101,Amaranthus rudis,AMARUD,Sauer,0,syn,WESTERN AMARANTH,Amaranthaceae,18,FACW,forb,AN,advent,AMTU,,DI,adventive,FACW,OBL,OBL,syn. Amaranthus tuberculatus
102,Amaranthus sp.,AMARAN,L.,,,PIGWEED,Amaranthaceae,,ND,forb,AN,ND,AMARA,,DI,,,,,
103,Amaranthus spinosus,AMASPI,L.,0,,SPINY AMARANTH,Amaranthaceae,,FACU,forb,AN,advent,AMSP,,DI,adventive,FACU,FACU,FACU,
104,Amaranthus tuberculatus,AMATUB,(Moq.) J.D. Sauer,1,,TUBERCLED AMARANTH,Amaranthaceae,,FACW,forb,AN,full,AMTU,,DI,native,FACW,OBL,OBL,
105,Ambrosia artemisiifolia,AMBART,L.,0,,COMMON RAGWEED,Asteraceae,,FACU,forb,AN,full,AMAR2,,DI,native,FACU,FACU,FACU,
106,Ambrosia bidentata,AMBBID,Michx.,1,,LANCELEAVED RAGWEED,Asteraceae,,UPL,forb,AN,full,AMBI2,,DI,native,,,,
107,Ambrosia psilostachya,AMBPSI,DC.,0,,WESTERN RAGWEED,Asteraceae,,FACU,forb,PE,advent,AMPS,,DI,adventive,FAC,FACU,FAC,
108,Ambrosia sp.,AMBROS,L.,,,RAGWEED,Asteraceae,,ND,forb,ND,ND,AMBRO,,DI,,,,,
109,Ambrosia trifida,AMBTRI,L.,0,,GIANT RAGWEED,Asteraceae,,FAC,forb,AN,full,AMTR,,DI,native,FAC,FAC,FAC,
110,Amelanchier arborea,AMEARB,(F. Michx.) Fernald,5,,DOWNY SERVICEBERRY,Rosaceae,,FAC,sm tree,W,shade,AMAR3,,DI,native,FAC,FACU,FACU,
111,Amelanchier interior,AMEINT,Nielsen,4,,INTERIOR SERVICEBERRY,Rosaceae,19,FACU,sm tree,W,shade,AMIN2,,DI,native,,,,
112,Amelanchier laevis,AMELAE,Wiegand,5,,SMOOTH SERVICEBERRY,Rosaceae,,FAC,sm tree,W,shade,AMLA,,DI,native,,,,
113,Amelanchier sanguinea,AMESAN,(Pursh) DC.,7,,ROCK SERVICEBERRY,Rosaceae,,UPL,sm tree,W,shade,AMSA,P,DI,native,,,,
114,Amelanchier sp.,AMELAN,Medik.,,,SERVICEBERRY,Rosaceae,,ND,sm tree,W,shade,AMELA,,di,,,,,
115,Amelanchier spicata,AMESPI,(Lam.) K. Koch,7,,DWARF SERVICEBERRY,Rosaceae,,FACU,sm tree,W,shade,AMST80,,DI,native,FACU,FACU,FACU,
116,Ammannia coccinea,AMMCOC,Rottb.,7,,LONG-LEAVED TOOTH-CUP,Lythraceae,,OBL,forb,AN,full,AMCO,,DI,native,OBL,OBL,OBL,
117,Ammannia robusta,AMMROB,Heer & Regel,7,,SESSILE TOOTH-CUP,Lythraceae,,OBL,forb,AN,full,AMRO3,,DI,native,OBL,OBL,OBL,
118,Ammannia sp.,AMMANI,L.,7,,TOOTH-CUP,Lythraceae,,OBL,forb,AN,full,AMMAN,,DI,,,,,
119,Ammophila breviligulata,AMMBRE,Fernald,10,,BEACH GRASS,Poaceae,,FACU,grass,PE,full,AMBR,T,DI,native,FACU,UPL,UPL,
120,Amorpha fruticosa,AMOFRU,L.,3,,FALSE INDIGO,Fabaceae,,FACW,forb,PE,full,AMFR,,DI,native,FACW,FACW,FACW,
121,Ampelamus albidus,AMPALB,(Nutt.) Britton,1,syn,SAND-VINE,Asclepiadaceae,,FAC,vine,PE,full,CYLA,,DI,native,,,,
122,Ampelopsis brevipedunculata,AMPBRE,(Maxim.) Trautv.,0,,PORCELAIN-BERRY,Vitaceae,,UPL,vine,W,advent,AMBR7,,DI,adventive,,,,
123,Ampelopsis cordata,AMPCOR,Michx.,7,,RACCOON-GRAPE,Vitaceae,,FAC,vine,W,shade,AMAC4,,DI,native,FAC,FAC,FAC,
124,Ampelopsis sp.,AMPELO,Michx.,,,PEPPERVINE,Vitaceae,,ND,vine,W,ND,AMPEL3,,DI,,,,,
125,Amphiachyris dracunculoides,AMPDRA,(DC.) Nutt.,0,,BROOMWEED,Asteraceae,,UPL,forb,AN,advent,AMDR,,DI,adventive,,,,
126,Amphicarpaea bracteata,AMPBRA,(L.) Fernald,4,,HOG-PEANUT,Fabaceae,20,FAC,forb,PE,shade,AMBR2,,DI,native,FAC,FAC,FAC,
127,Amsinckia lycopsoides,AMSLYC,Lehm.,0,,TARWEED,Boraginaceae,,UPL,forb,AN,advent,AMLY,,DI,adventive,,,,
128,Amsonia tabernaemontana,AMSTAB,Walter,0,,BLUE-STAR,Apocynaceae,,FACU,forb,PE,advent,AMTA2,,DI,adventive,FAC,FACW,FACW,
129,Anagallis arvensis,ANAARV,L.,0,,SCARLET PIMPERNEL,Primulaceae,,FACU,forb,AN,advent,ANAR,,DI,adventive,,,,
130,Anaphalis margaritacea,ANAMAR,(L.) Benth. & Hook.,5,,PEARLY EVERLASTING,Asteraceae,,UPL,forb,PE,full,ANMA,,DI,native,,,,
131,Anchusa arvensis,ANCARV,(L.) Bieb,0,,SMALL BUGLOSS,Boraginaceae,,FACU,forb,AN,advent,ANAR16,,DI,adventive,,,,
132,Anchusa azurea,ANCAZU,Mill.,0,,GARDEN BUGLOSS,Boraginaceae,,FACU,forb,PE,advent,ANAZ,,DI,adventive,,,,
133,Anchusa officinalis,ANCOFF,L.,0,,COMMON BUGLOSS,Boraginaceae,,UPL,forb,BI,advent,ANOF,,DI,adventive,,,,
134,Andromeda glaucophylla,ANDGLA,Link.,10,syn,BOG-ROSEMARY,Ericaceae,,OBL,shrub,W,full,ANPOG,X,DI,native,,,,
135,Andropogon gerardii,ANDGER,Vitman,5,syn,BIG BLUESTEM,Poaceae,,FAC,grass,PE,full,ANGE,,MO,native,FAC,FAC,FACU,
136,Andropogon glomeratus,ANDGLO,(Walter) B.S.P.,6,syn,BUSHY BROOM-SEDGE,Poaceae,,FACW,grass,PE,full,ANGL2,E,MO,native,FACW,FACW,FACW,
137,Andropogon gyrans,ANDGYR,Ashe,3,syn,ELLIOTT'S BEARD GRASS,Poaceae,,UPL,grass,PE,full,ANGY2,,MO,native,OBL,UPL,,
138,Andropogon sp.,ANDROP,L.,,,BLUESTEM,Poaceae,,ND,grass,PE,full,ANDRO2,,MO,,,,,
139,Andropogon virginicus,ANDVIR,L.,3,syn,COMMON BROOM-SEDGE,Poaceae,,FACU,grass,PE,full,ANVI2,,MO,native,FACU,FACU,FACU,
140,Androsace occidentalis,ANDOCC,Pursh,10,,WESTERN ROCK-JASMINE,Primulaceae,,FACU,forb,AN,full,ANOC2,T,DI,native,FACU,FACU,UPL,
141,Anemone canadensis,ANECAN,L.,5,,CANADA ANEMONE,Ranunculaceae,,FACW,forb,PE,full,ANCA8,,DI,native,FACW,FACW,FACW,
142,Anemone cylindrica,ANECYL,A. Gray,8,,PRAIRIE THIMBLEWEED,Ranunculaceae,,UPL,forb,PE,full,ANCY,T,DI,native,,,,
143,Anemone quinquefolia,ANEQUI,L.,5,,WOOD ANEMONE,Ranunculaceae,,FACU,forb,PE,shade,ANQU,,DI,native,FACU,FAC,FACU,
144,Anemone sp.,ANEMON,L.,,,ANEMONE,Ranunculaceae,,ND,forb,PE,ND,ANEMO,,DI,,,,,
145,Anemone virginiana,ANEVIR,L.,3,,WOODLAND THIMBLEWEED,Ranunculaceae,,FACU,forb,PE,shade,ANVI3,,DI,native,FACU,FACU,FACU,
146,Anemonella thalictroides,ANETHA,(L.) Spach.,6,syn,RUE ANEMONE,Ranunculaceae,,UPL,forb,PE,shade,THTH2,,DI,native,,,,
147,Anethum graveolens,ANEGRA,L.,0,,DILL,Apiaceae,,FACU,forb,AN,advent,ANGR2,,DI,adventive,,,,
148,Angelica atropurpurea,ANGATR,L.,6,,PURPLE-STEMMED ANGELICA,Apiaceae,,OBL,forb,PE,partial,ANAT,,DI,native,OBL,OBL,OBL,
149,Angelica sp.,ANGELI,L.,6,,ANGELICA,Apiaceae,,ND,forb,PE,ND,ANGEL,,DI,,,,,
150,Angelica venenosa,ANGVEN,(Greenway) Fernald,6,,HAIRY ANGELICA,Apiaceae,,FACU,forb,PE,full,ANVE,,DI,native,,,,
151,Anoda cristata,ANOCRI,(L.) Schlechtend.,0,,SPURRED ANODA,Malvaceae,,UPL,forb,AN,advent,ANCR2,,DI,adventive,UPL,FAC,FAC,
152,Antennaria neglecta,ANTNEG,Greene,1,,FIELD PUSSY-TOES,Asteraceae,21,FACU,forb,PE,full,ANNE,,DI,native,UPL,UPL,UPL,
153,Antennaria plantaginifolia,ANTPLA,(L.) Richardson,1,,PLANTAIN-LEAVED PUSSY-TOES,Asteraceae,22,UPL,forb,PE,full,ANPL,,DI,native,,,,
154,Antennaria solitaria,ANTSOL,Rydb.,3,,SINGLE-HEADED PUSSY-TOES,Asteraceae,,UPL,forb,PE,full,ANSO,,DI,native,,,,
155,Antennaria sp.,ANTENN,Gaertn.,,,PUSSY-TOES,Asteraceae,,ND,forb,PE,full,ANTEN,,DI,,,,,
156,Antennaria virginica,ANTVIR,Stebbins,9,,SHALE BARREN PUSSY-TOES,Asteraceae,,UPL,forb,PE,full,ANVI13,T,DI,native,,,,
157,Anthemis arvensis,ANTARV,L.,0,,CORN-CHAMOMILE,Asteraceae,,UPL,forb,AN,advent,ANAR6,,DI,adventive,,,,
158,Anthemis cotula,ANTCOT,L.,0,,DOGFENNEL,Asteraceae,,FACU,forb,AN,advent,ANCO2,,DI,adventive,FACU,FACU,FACU,
159,Anthemis nobilis,ANTNOB,L.,0,,ROMAN CHAMOMILE,Asteraceae,,FACU,forb,PE,advent,CHNO3,,DI,adventive,,,,
160,Anthemis sp.,ANTHEM,L.,,,CHAMOMILE,Asteraceae,,ND,forb,ND,advent,ANTHE,,DI,,,,,
161,Anthemis tinctoria,ANTTIN,L.,0,,YELLOW CHAMOMILE,Asteraceae,,UPL,forb,PE,advent,ANTI,,DI,adventive,,,,
162,Anthoxanthum aristatum,ANTARI,Boiss.,0,,VERNAL GRASS,Poaceae,,FACU,grass,AN,advent,ANAR7,,MO,adventive,,,,
163,Anthoxanthum odoratum,ANTODO,L.,0,,SWEET VERNAL GRASS,Poaceae,,FACU,grass,PE,advent,ANOD,,MO,adventive,FACU,FACU,FACU,
164,Anthriscus caucalis,ANTCAU,M. Bieb.,0,,BUR CHERVIL,Apiaceae,,UPL,forb,AN,advent,ANCA14,,DI,adventive,,,,
165,Anthriscus sylvestris,ANTSYL,(L.) Hoffm.,0,,FALSE CHERVIL,Apiaceae,,UPL,forb,AN,advent,ANSY,,DI,adventive,,,,
166,Anthyllis vulneraria,ANTVUL,L.,0,,WOUNDWORT,Fabaceae,,UPL,forb,PE,advent,ANVU,,DI,adventive,,,,
167,Antirrhinum majus,ANTMAJ,L.,0,,SNAPDRAGON,Scrophulariaceae,,FACU,forb,AN,advent,ANMA3,,DI,adventive,,,,
168,Antirrhinum orontium,ANTORO,L.,0,,LESSER SNAPDRAGON,Scrophulariaceae,,FACU,forb,AN,advent,MIOR,,DI,adventive,,,,
