G_ID,SCIENTIFIC_NAME,ACRONYM,AUTHORITY,COFC,SYN,COMMON_NAME,FAMILY,FN,WET,FORM,HABIT,SHADE,USDA_ID,OH_TORE,TYPE,OH_STATUS,EMP,MW,NCNE,NOTES
2544,Sanguinaria canadensis,SANCAN,L.,5,,BLOODROOT,Papaveraceae,428,UPL,forb,PE,shade,SACA13,,DI,native,UPL,FACU,FACU,
2545,Sanguisorba canadensis,SANGCA,L.,8,,CANADA BURNET,Rosaceae,,FACW,forb,PE,full,SACA14,,DI,native,FACW,FACW,FACW,
2546,Sanicula canadensis,SANICAN,L.,3,,SHORT-STYLED SNAKEROOT,Apiaceae,429,UPL,forb,PE,shade,SACA15,,DI,native,UPL,FACU,FACU,
2547,Sanicula gregaria,SANGRE,E.P. Bicknell,3,,CLUSTERED SNAKEROOT,Apiaceae,,FACU,forb,PE,shade,SAOD,,DI,native,FACU,FAC,FAC,syn. Sanicula odorata
2548,Sanicula marilandica,SANIMA,L.,3,,BLACK SNAKEROOT,Apiaceae,,UPL,forb,PE,shade,SAMA2,,DI,native,FACU,FACU,FACU,
2549,Sanicula sp.,SANICU,ND,3,,ND,Apiaceae,,ND,forb,PE,shade,SANIC,,DI,,,,,
2550,Sanicula trifoliata,SANITR,E.P. Bicknell,3,,LARGE-FRUITED SNAKEROOT,Apiaceae,,UPL,forb,PE,shade,SATR4,,DI,native,,,,
2551,Saponaria officinalis,SAPOFF,L.,0,,SOAPWORT,Caryophyllaceae,,FACU,forb,PE,advent,SAOF4,,DI,adventive,FACU,FACU,FACU,
2552,Sarracenia purpurea,SARPUR,L.,9,,PITCHER-PLANT,Sarraceniaceae,,OBL,forb,PE,full,SAPU4,P,DI,native,OBL,OBL,OBL,
2553,Sassafras albidum,SASALB,(Nutt.) Nees,3,,SASSAFRAS,Lauraceae,430,FACU,tree,W,tree,SAAL5,,DI,native,FACU,FACU,FACU,
2554,Satureja hortensis,SATHOR,L.,0,,SUMMER SAVORY,Lamiaceae,,UPL,forb,PE,advent,SAHO3,,DI,adventive,,,,
2555,Saururus cernuus,SAUCER,L.,8,,LIZARD'S-TAIL,Saururaceae,,OBL,forb,PE,shade,SACE,,MO,native,OBL,OBL,OBL,
2556,Saxifraga pensylvanica,SAXPEN,L.,7,,SWAMP SAXIFRAGE,Saxifragaceae,,OBL,forb,PE,partial,SAPE8,,DI,native,OBL,OBL,OBL,
2557,Saxifraga sp.,SAXIFR,ND,,,ND,Saxifragaceae,,ND,forb,PE,partial,SAXIF,,DI,,,,,
2558,Saxifraga virginiensis,SAXVIR,Michx.,5,,EARLY SAXIFRAGE,Saxifragaceae,,FAC,forb,PE,shade,SAVI5,,DI,native,FAC,FACU,FACU,
2559,Scabiosa columbaria,SCACOL,L.,0,,SCABIOUS,Dipsacaceae,,UPL,forb,PE,advent,SCCO6,,DI,adventive,,,,
2560,Scandix pecten-veneris,SCAPEC,L.,0,,VENUS' COMB,Apiaceae,,UPL,forb,AN,advent,SCPE,,DI,adventive,,,,
2561,Scheuchzeria palustris,SCHPAL,L.,10,,POD-GRASS,Scheuchzeriaceae,431,OBL,forb,PE,full,SCPA2,E,MO,native,OBL,OBL,OBL,
2562,Schizachne purpurascens,SCHPURP,(Torr.) Swallen,10,,FALSE MELIC,Poaceae,,FACU,grass,PE,shade,SCPU,T,MO,native,FACU,FACU,FACU,
2563,Schizachyrium littorale,SCHLIT,(Nash) E.P. Bicknell,10,syn,COASTAL LITTLE BLUESTEM,Poaceae,432,UPL,grass,PE,full,SCLI11,E,MO,native,FACW,FACW,FACW,
2564,Schizachyrium scoparium,SCHSCO,(Michx.) Nash,5,syn,LITTLE BLUESTEM,Poaceae,,FACU,grass,PE,full,SCSC,,MO,native,FACU,FACU,FACU,
2565,Schizachyrium sp.,SCHIZA,ND,,,ND,Poaceae,,ND,grass,PE,full,SCHIZ4,,MO,,,,,
2566,Schoenoplectus acutus,SCHACU,(Muhl. ex Bigelow) A. Love & D. Love,7,syn,HARD-STEMMED BULRUSH,Cyperaceae,433,OBL,sedge,PE,full,SCAC3,,MO,native,OBL,OBL,OBL,
2567,Schoenoplectus americanus,SCHAME,(Pers.) Volk. ex Schinz & R. Keller,9,syn,OLNEY'S BULRUSH,Cyperaceae,434,OBL,sedge,PE,full,SCAM6,E,MO,native,OBL,OBL,OBL,
2568,Schoenoplectus mucronatus,SCHMUC,(L.) Palla,0,,RICEFIELD BULRUSH,Cyperaceae,557,OBL,sedge,PE,advent,SCMU10,,MO,adventive,OBL,OBL,OBL,
2569,Schoenoplectus pungens,SCHPUN,(Vahl) Palla,5,syn,THREE-SQUARE,Cyperaceae,435,FACW,sedge,PE,full,SCPU10,,MO,native,OBL,OBL,OBL,
2570,Schoenoplectus purshianus,SCHPURS,(Fernald) M.T. Strong,6,syn,PURSH'S BULRUSH,Cyperaceae,436,OBL,sedge,AN,full,SCPU13,,MO,native,OBL,OBL,OBL,
2571,Schoenoplectus saximontanus,SCHSAX,(Fernald) J. Raynal,7,,MOUNTAIN BULRUSH,Cyperaceae,553,OBL,sedge,AN,full,SCSA8,E,MO,native,OBL,OBL,,
2572,Schoenoplectus smithii,SCHSMI,(A. Gray) Sojak,9,syn,SMITH'S BULRUSH,Cyperaceae,437,OBL,sedge,AN,full,SCSM2,E,MO,native,OBL,OBL,OBL,
2573,Schoenoplectus sp.,SCHOEN,ND,,,ND,Cyperaceae,,ND,sedge,ND,full,SCHOE6,,MO,,,,,
2574,Schoenoplectus subterminalis,SCHSUB,(Torr.) Sojak,10,syn,SWAYING-RUSH,Cyperaceae,,OBL,sedge,PE,full,SCSU10,E,MO,native,OBL,OBL,OBL,
2575,Schoenoplectus tabernaemontani,SCHTAB,(C.C. Gmel.) Palla,2,syn,SOFT-STEMMED BULRUSH,Cyperaceae,438,OBL,sedge,PE,full,SCTA2,,MO,native,OBL,OBL,OBL,
2576,Schoenoplectus torreyi,SCHTOR,(Olney) Palla,10,syn,TORREY'S BULRUSH,Cyperaceae,,OBL,sedge,PE,full,SCTO3,E,MO,native,OBL,OBL,OBL,
2577,Scilla non-scripta,SCINON,(L.) Hoffmanns. & Link,0,syn,ENGLISH BLUEBELL,Liliaceae,,UPL,forb,PE,advent,HYNO,,MO,adventive,,,,
2578,Scirpus atrovirens,SCIATR,Willd.,1,,GREEN BULRUSH,Cyperaceae,,OBL,sedge,PE,full,SCAT2,,MO,native,OBL,OBL,OBL,
2579,Scirpus cyperinus,SCICYP,(L.) Kunth.,1,,WOOL-GRASS,Cyperaceae,439,FACW,sedge,PE,full,SCCY,,MO,native,FACW,OBL,OBL,
2580,Scirpus expansus,SCIEXP,Fernald,9,,WOODLAND BULRUSH,Cyperaceae,,OBL,sedge,PE,partial,SCEX,P,MO,native,OBL,OBL,OBL,
2581,Scirpus georgianus,SCIGEO,R.M. Harper,2,syn,GEORGIA BULRUSH,Cyperaceae,440,OBL,sedge,PE,full,SCGE2,,MO,native,OBL,OBL,OBL,
2582,Scirpus hattorianus,SCIHAT,Makino,1,,SMOOTH-LVD. DARK GREEN BULR.,Cyperaceae,,OBL,sedge,PE,full,SCHA3,,MO,native,OBL,OBL,OBL,
2583,Scirpus pedicellatus,SCIPED,Fernald,3,syn,STALKED BULRUSH,Cyperaceae,441,OBL,sedge,PE,full,SCPE3,,MO,native,OBL,OBL,OBL,
2584,Scirpus pendulus,SCIPEN,Muhl.,2,syn,DROOPING BULRUSH,Cyperaceae,442,OBL,sedge,PE,full,SCPE4,,MO,native,OBL,OBL,OBL,
2585,Scirpus polyphyllus,SCIPOL,Vahl,6,,LEAFY BULRUSH,Cyperaceae,,OBL,sedge,PE,full,SCPO2,,MO,native,OBL,OBL,OBL,
2586,Scirpus sp.,SCIRPU,ND,,,ND,Cyperaceae,,ND,sedge,PE,ND,SCIRP,,MO,,,,,
2587,Scleranthus annuus,SCLANN,L.,0,,ANNUAL KNAWEL,Caryophyllaceae,,FACU,forb,AN,advent,SCAN2,,DI,adventive,FACU,FACU,FACU,
2588,Scleria oligantha,SCLOLI,Michx.,9,,TUBERCLED NUT-RUSH,Cyperaceae,,FACU,sedge,PE,full,SCOL2,P,MO,native,FACU,FACU,,
2589,Scleria pauciflora,SCLPAU,Muhl. ex Willd.,9,,FEW-FLOWERED NUT-RUSH,Cyperaceae,443,FACU,sedge,PE,full,SCPA5,P,MO,native,FACU,FACU,FACU,
2590,Scleria sp.,SCLERI,ND,,,ND,Cyperaceae,,ND,sedge,PE,full,SCLER2,,MO,,,,,
2591,Scleria triglomerata,SCLTRI,Michx.,7,,TALL NUT-RUSH,Cyperaceae,,FAC,sedge,PE,full,SCTR,P,MO,native,FAC,FAC,FAC,
2592,Scleria verticillata,SCLVER,Muhl. ex Willd.,9,,LOW NUT-RUSH,Cyperaceae,,OBL,sedge,AN,full,SCVE2,,MO,native,OBL,OBL,OBL,
2593,Scrophularia lanceolata,SCRLAN,Pursh,4,,AMERICAN FIGWORT,Scrophulariaceae,,FACU,forb,PE,partial,SCLA,,DI,native,FACU,FACU,FACU,
2594,Scrophularia marilandica,SCRMAR,L.,4,,MARYLAND FIGWORT,Scrophulariaceae,,FACU,forb,PE,shade,SCMA2,,DI,native,FACU,FACU,FACU,
2595,Scrophularia sp.,SCROPH,ND,,,ND,Scrophulariaceae,,ND,forb,PE,partial,SCROP,,DI,,,,,
2596,Scutellaria elliptica,SCUELL,Muhl. ex Spreng,5,,HAIRY SKULLCAP,Lamiaceae,444,UPL,forb,PE,partial,SCEL,,DI,native,,,,
2597,Scutellaria galericulata,SCUGAL,L.,6,syn,MARSH SKULLCAP,Lamiaceae,,OBL,forb,PE,full,SCGA,,DI,native,OBL,OBL,OBL,
2598,Scutellaria incana,SCUINC,Biehler,4,,DOWNY SKULLCAP,Lamiaceae,,UPL,forb,PE,shade,SCIN,,DI,native,,,,
2599,Scutellaria integrifolia,SCUINT,L.,6,,HYSSOP SKULLCAP,Lamiaceae,,FACW,forb,PE,partial,SCIN2,,DI,native,FACW,FACW,FACW,
2600,Scutellaria lateriflora,SCULAT,L.,3,,MAD-DOG SKULLCAP,Lamiaceae,,FACW,forb,PE,partial,SCLA2,,DI,native,FACW,OBL,OBL,
2601,Scutellaria nervosa,SCUNER,Pursh,6,,VEINED SKULLCAP,Lamiaceae,445,FAC,forb,PE,shade,SCNE2,,DI,native,FAC,FAC,FAC,
2602,Scutellaria ovata,SCUOVA,Hill,5,,HEART-LEAVED SKULLCAP,Lamiaceae,446,FACU,forb,PE,shade,SCOV,,DI,native,FACU,FACU,FACU,
2603,Scutellaria parvula,SCUPAR,Michx.,6,,SMALL SKULLCAP,Lamiaceae,447,UPL,forb,PE,full,SCPA7,,DI,native,UPL,FACU,FACU,
2604,Scutellaria saxatilis,SCUSAX,Riddell,8,,ROCK SKULLCAP,Lamiaceae,,UPL,forb,PE,partial,SCSA5,P,DI,native,,,,
2605,Scutellaria serrata,SCUSER,Andrews,7,,SHOWY SKULLCAP,Lamiaceae,,UPL,forb,PE,shade,SCSE5,,DI,native,,,,
2606,Scutellaria sp.,SCUTEL,ND,,,ND,Lamiaceae,,ND,forb,PE,ND,SCUTE,,DI,,,,,
2607,Secale cereale,SECCER,L.,0,,ANNUAL RYE,Poaceae,,UPL,grass,AN,advent,SECE,,MO,adventive,,,,
2608,Sedum acre,SEDACR,L.,0,,GOLDEN-CARPET,Crassulaceae,,UPL,forb,PE,advent,SEAC,,DI,adventive,,,,
2609,Sedum album,SEDALB,L.,0,,WHITE STONECROP,Crassulaceae,,UPL,forb,PE,advent,SEAL,,DI,adventive,,,,
2610,Sedum purpureum,SEDPUR,(L.) J.A. Schultes,0,syn,GARDEN ORPINE,Crassulaceae,,UPL,forb,PE,advent,HYTET2,,DI,adventive,,,,
2611,Sedum sarmentosum,SEDSAR,Bunge,0,,CREEPING STONECROP,Crassulaceae,,UPL,forb,PE,advent,SESA,,DI,adventive,,,,
2612,Sedum sexangulare,SEDSEX,L.,0,,SIX-RANKED STONECROP,Crassulaceae,,UPL,forb,PE,advent,SESE6,,DI,adventive,,,,
2613,Sedum sp.,SEDUM,ND,,,ND,Crassulaceae,,UPL,forb,PE,ND,SEDUM,,DI,,,,,
2614,Sedum telephioides,SEDTEL,Michx.,0,,AMERICAN ORPINE,Crassulaceae,,UPL,forb,PE,advent,HYTE9,,DI,adventive,,,,
2615,Sedum ternatum,SEDTER,Michx.,5,,WILD STONECROP,Crassulaceae,,UPL,forb,PE,full,SETE3,,DI,native,FACU,,,
2616,Selaginella apoda,SELAPO,(L.) Spring,7,,MEADOW SPIKE-MOSS,Selaginellaceae,,FACW,fern,PE,partial,SEAP,,SVP,native,FACW,FACW,FACW,
2617,Selaginella eclipes,SELECL,W.R. Buck,9,,MIDWEST SPIKE-MOSS,Selaginellaceae,,FACW,fern,PE,partial,SEEC,P,SVP,native,,,FACW,
2618,Selaginella rupestris,SELRUP,(L.) Spring,10,,ROCK SPIKE-MOSS,Selaginellaceae,,UPL,fern,PE,full,SERU,X,SVP,native,,,,
2619,Selaginella sp.,SELAGI,ND,,,ND,Selaginellaceae,,ND,fern,PE,partial,SELAG,,SVP,,,,,
2620,Senecio anonymous,SENANO,A.W. Wood,2,syn,APPALACHIAN SQUAW-WEED,Asteraceae,,UPL,forb,PE,full,PAAN6,,DI,native,UPL,UPL,UPL,syn. Packera anonyma (spelling error: anonymus)
2621,Senecio aureus,SENAUR,L.,4,syn,GOLDEN RAGWORT,Asteraceae,,FACW,forb,PE,shade,PAAU3,,DI,native,FACW,FACW,FACW,syn. Packera aurea
2622,Senecio glabellus,SENGLA,Poir.,0,syn,BUTTERWEED,Asteraceae,,OBL,forb,AN,advent,PAGL17,,DI,adventive,OBL,FACW,FACW,syn. Packera glabella
2623,Senecio obovatus,SENOBO,Muhl. ex Willd.,4,,ROUND-LEAVED SQUAW WEED,Asteraceae,,FACU,forb,PE,shade,PAOB6,,DI,native,FACU,FACU,FACU,syn. Packera obovata
2624,Senecio pauperculus,SENPAU,Michx.,9,syn,BALSAM SQUAW-WEED,Asteraceae,,FAC,forb,PE,full,PAPA20,T,DI,native,FAC,FAC,FAC,syn. Packera paupercula
2625,Senecio plattensis,SENPLA,Nutt.,5,syn,PRAIRIE RAGWORT,Asteraceae,,UPL,forb,BI,full,PAPL12,,DI,native,FACU,FACU,FACU,syn. Packera plattensis
2626,Senecio sp.,SENECI,ND,,,ND,Asteraceae,,ND,forb,ND,ND,SENEC,,DI,,,,,
2627,Senecio sylvaticus,SENSYL,L.,0,,WOODLAND GROUNDSEL,Asteraceae,,UPL,forb,AN,advent,SESY,,DI,adventive,UPL,,UPL,
2628,Senecio vulgaris,SENVUL,L.,0,syn,COMMON SQUAW-WEED,Asteraceae,,FACU,forb,AN,advent,SEVU,,DI,adventive,FACU,UPL,FACU,
2629,Senna hebecarpa,SENHEB,(Fernald) Irwin & Barneby,4,syn,NORTHERN WILD SENNA,Fabaceae,,FAC,forb,PE,full,SEHE3,,DI,native,FAC,FACW,FACW,
2630,Senna marilandica,SENMAR,(L.) Link,4,syn,SOUTHERN WILD SENNA,Fabaceae,,FAC,forb,PE,full,SEMA11,,DI,native,FAC,FACW,FACW,
2631,Senna sp.,SENNA,ND,4,,ND,Fabaceae,,ND,forb,PE,full,SENNA,,DI,,,,,
2632,Sericocarpus asteroides,SERAST,(Cronquist) BSP,4,syn,TOOTHED WHITE-TOPPED ASTER,Asteraceae,,UPL,forb,PE,shade,SEAS3,,DI,native,,,,
2633,Sericocarpus linifolius,SERLIN,(L.) BSP,8,syn,NARROW-LEAVED ASTER,Asteraceae,,UPL,forb,PE,partial,SELI5,T,DI,native,,,,
2634,Sericocarpus sp.,SERIOC,Greene,,,ASTER,Asteraceae,,ND,forb,PE,ND,ASTER,,DI,,,,,
2635,Setaria faberi,SETFAB,R.A.W. Herrm.,0,,GIANT FOXTAIL GRASS,Poaceae,,UPL,grass,AN,advent,SEFA,,MO,adventive,UPL,FACU,FACU,
2636,Setaria geniculata,SETGEN,(Lam.) P. Beauv.,0,,JOINTED FOXTAIL GRASS,Poaceae,,FAC,grass,PE,advent,SEPA10,,MO,adventive,FAC,FAC,FAC,syn. Setaria parviflora
2637,Setaria glauca,SETGLA,(L.) P. Beauv.,0,,YELLOW FOXTAIL GRASS,Poaceae,,FAC,grass,AN,advent,SEPUP2,,MO,adventive,,,,
2638,Setaria italica,SETITA,(L.) P. Beauv.,0,,FOXTAIL-MILLET,Poaceae,,FACU,grass,AN,advent,SEIT,,MO,adventive,FACU,FACU,FACU,
2639,Setaria parviflora,SETPAR,(Poir.) Kerguelen,4,,KNOTROOT BRISTLE GRASS,Poaceae,548,FAC,grass,PE,full,SEPA10,,MO,native,FAC,FAC,FAC,
2640,Setaria sp.,SETARI,ND,,,ND,Poaceae,,ND,grass,ND,ND,SETAR,,MO,,,,,
2641,Setaria verticillata,SETVER,(L.) P. Beauv.,0,,BUR FOXTAIL GRASS,Poaceae,,FAC,grass,AN,advent,SEVE3,,MO,adventive,FAC,FAC,FACU,
2642,Setaria viridis,SETVIR,(L.) P. Beauv.,0,,GREEN FOXTAIL GRASS,Poaceae,,UPL,grass,AN,advent,SEVI4,,MO,adventive,,,,
2643,Shepherdia canadensis,SHECAN,(L.) Nutt.,9,,CANADA BUFFALO-BERRY,Elaeagnaceae,,UPL,forb,PE,full,SHCA,P,DI,native,UPL,UPL,UPL,
2644,Sherardia arvensis,SHEARV,L.,0,,FIELD MADDER,Rubiaceae,,UPL,forb,AN,advent,SHAR2,,DI,adventive,,,,
2645,Sibara virginica,SIBVIR,(L.) Rollins,0,,VIRGINIA ROCK CRESS,Brassicaceae,448,UPL,forb,AN,advent,SIVI2,,DI,adventive,UPL,FACU,FACU,
2646,Sicyos angulatus,SICANG,L.,3,,BUR-CUCUMBER,Cucurbitaceae,,FACU,vine,AN,partial,SIAN,,DI,native,FACU,FACW,FACW,
2647,Sida hermaphrodita,SIDHER,(L.) Rusby,6,,VIRGINIA MALLOW,Malvaceae,,FAC,forb,PE,full,SIHE3,P,DI,native,FAC,FACU,FACU,
2648,Sida sp.,SIDA,ND,,,ND,Malvaceae,,ND,forb,ND,ND,SIDA,,DI,,,,,
2649,Sida spinosa,SIDSPI,L.,0,,PRICKLY SIDA,Malvaceae,,UPL,forb,AN,advent,SISP,,DI,adventive,UPL,FACU,FACU,
2650,Silene antirrhina,SILANT,L.,1,,SLEEPY CATCHFLY,Caryophyllaceae,,UPL,forb,AN,full,SIAN2,,DI,native,,,,
2651,Silene armeria,SILARM,L.,0,,GARDEN CATCHFLY,Caryophyllaceae,,UPL,forb,AN,advent,SIAR,,DI,adventive,,,,
2652,Silene caroliniana Walter subsp. pensylvanica,SILCARP,(Michx.) Fernald,8,,CAROLINA CATCHFLY,Caryophyllaceae,,UPL,forb,PE,full,SICAP,T,DI,native,,,,
2653,Silene caroliniana Walter subsp. wherryi,SILCARW,(Small) Fernald,9,,WHERRY'S CATCHFLY,Caryophyllaceae,,UPL,forb,PE,full,SICAW,T,DI,native,,,,
2654,Silene conica,SILCON,L.,0,,STRIATE CATCHFLY,Caryophyllaceae,,UPL,forb,AN,advent,SICO3,,DI,adventive,,,,
2655,Silene csereii,SILCSE,Baumg.,0,,GLAUCOUS CAMPION,Caryophyllaceae,,UPL,forb,BI,advent,SICS,,DI,adventive,,,,
2656,Silene dichotoma,SILDIC,Ehrh.,0,,FORKED CATCHFLY,Caryophyllaceae,,UPL,forb,AN,advent,SIDI2,,DI,adventive,,,,
2657,Silene dioica,SILDIO,(L.) Clairv.,0,syn,RED CAMPION,Caryophyllaceae,,UPL,forb,PE,advent,SIDI4,,DI,adventive,,,,
2658,Silene latifolia,SILLAT,Poir.,0,syn,WHITE CAMPION,Caryophyllaceae,449,UPL,forb,BI,advent,SILA21,,DI,adventive,,,,
2659,Silene nivea,SILNIV,(Nutt.) Muhl. ex Otth.,8,,SNOWY CAMPION,Caryophyllaceae,,FAC,forb,PE,shade,SINI,E,DI,native,FAC,FACW,FACW,
2660,Silene noctiflora,SILNOC,L.,0,,NIGHT-FLOWERING CATCHFLY,Caryophyllaceae,,UPL,forb,AN,advent,SINO,,DI,adventive,,,,
2661,Silene regia,SILREG,Sims,8,,ROYAL CATCHFLY,Caryophyllaceae,,UPL,forb,PE,full,SIRE2,T,DI,native,,,,
2662,Silene rotundifolia,SILROT,Nutt.,10,,ROUND-LEAVED CATCHFLY,Caryophyllaceae,,UPL,forb,PE,full,SIRO4,P,DI,native,,,,
2663,Silene sp.,SILENE,ND,,,ND,Caryophyllaceae,,ND,forb,ND,ND,SILEN,,DI,,,,,
2664,Silene stellata,SILSTE,(L.) W.T. Aiton,6,,STARRY CAMPION,Caryophyllaceae,,UPL,forb,PE,shade,SIST,,DI,native,,,,
2665,Silene virginica,SILVIR,L.,5,,FIRE-PINK,Caryophyllaceae,,UPL,forb,PE,full,SIVI4,,DI,native,,,,
2666,Silene vulgaris,SILVUL,(Moench) Garcke,0,,BLADDER CAMPION,Caryophyllaceae,450,UPL,forb,PE,advent,SIVU,,DI,adventive,,,,
2667,Silphium laciniatum,SLPLAC,L.,8,,COMPASS PLANT,Asteraceae,,UPL,forb,PE,full,SILA3,E,DI,native,,,,
2668,Silphium perfoliatum,SLPPER,L.,6,,CUP-PLANT,Asteraceae,,FACU,forb,PE,full,SIPE2,,DI,native,FAC,FACW,FACW,
2669,Silphium sp.,SILPHI,ND,,,ND,Asteraceae,,ND,forb,PE,full,SILPH,,DI,,,,,
2670,Silphium terebinthinaceum,SLPTER,Jacq.,8,,PRAIRIE DOCK,Asteraceae,451,UPL,forb,PE,full,SITE,,DI,native,FACU,FAC,FAC,
2671,Silphium trifoliatum,SLPTRI,L.,5,,WHORLED ROSIN-WEED,Asteraceae,,FAC,forb,PE,full,SITR7,,DI,native,,,,
2672,Silybum marianum,SILMAR,(L.) Gaertn.,0,,MILK-THISTLE,Asteraceae,,UPL,forb,BI,advent,SIMA3,,DI,adventive,,,,
2674,Sinapsis alba,SINALB,L.,0,,WHITE MUSTARD,Brassicaceae,,UPL,forb,AN,advent,SIAR4,,DI,adventive,,,,
2675,Sinapsis arvensis,SINARV,L.,0,syn,CHARLOCK,Brassicaceae,,UPL,forb,AN,advent,SINAP,,DI,adventive,,,,
2673,Sinapsis sp.,SINAPI,ND,,,ND,Brassicaceae,,UPL,forb,AN,advent,SIAL5,,DI,,,,,
2676,Sisymbrium altissimum,SISALT,L.,0,,TALL TUMBLE MUSTARD,Brassicaceae,,FACU,forb,AN,advent,SIAL2,,DI,adventive,FACU,FACU,FACU,
2677,Sisymbrium loeselii,SISLOE,L.,0,,TALL HEDGE MUSTARD,Brassicaceae,,UPL,forb,AN,advent,SILO3,,DI,adventive,,,,
2678,Sisymbrium officinale,SISOFF,(L.) Scop.,0,,HEDGE MUSTARD,Brassicaceae,,UPL,forb,AN,advent,SIOF,,DI,adventive,,,,
2679,Sisymbrium sp.,SISYMB,ND,,,ND,Brassicaceae,,ND,forb,AN,advent,SISYM,,DI,,,,,
2680,Sisyrinchium albidum,SISALB,Raf.,6,,PALE BLUE-EYED-GRASS,Iridaceae,,FAC,forb,PE,full,SIAL3,,MO,native,FAC,FACU,FACU,
2681,Sisyrinchium angustifolium,SISANG,Mill.,2,,STOUT BLUE-EYED GRASS,Iridaceae,,FACW,forb,PE,full,SIAN3,,MO,native,FACW,FAC,FAC,
2682,Sisyrinchium atlanticum,SISATL,E.P. Bicknell,10,,ATLANTIC BLUE-EYED-GRASS,Iridaceae,,FACW,forb,PE,full,SIAT,E,MO,native,FACW,FACW,FACW,
2683,Sisyrinchium montanum,SISMON,Greene,7,,NORTHERN BLUE-EYED-GRASS,Iridaceae,452,FAC,forb,PE,full,SIMO2,T,MO,native,FAC,FAC,FAC,
2684,Sisyrinchium mucronatum,SISMUC,Michx.,8,,NARROW-LEAVED BLUE-EYED-G.,Iridaceae,,FAC,forb,PE,full,SIMU3,E,MO,native,FAC,FACW,FAC,
2685,Sisyrinchium sp.,SISYRI,ND,,,ND,Iridaceae,,ND,forb,PE,full,SISYR,,MO,,,,,
2686,Sium suave,SIUSUA,Walter,6,,WATER-PARSNIP,Apiaceae,,OBL,forb,PE,partial,SISU2,,DI,native,OBL,OBL,OBL,
2687,Smilax ecirrhata,SMXECI,(Engelm.) S. Watson,5,,UPRIGHT CARRION-FLOWER,Smilacaceae,,UPL,forb,PE,shade,SMEC,,MO,native,,,,
2688,Smilax glauca,SMXGLA,Walter,5,,CAT GREENBRIER,Smilacaceae,453,FACU,vine,W,shade,SMGL,,MO,native,FACU,FACU,FACU,
2689,Smilax herbacea,SMXHER,L.,4,syn,CARRION-FLOWER,Smilacaceae,,FAC,forb,PE,partial,SMHE,,MO,native,FAC,FAC,FAC,
2690,Smilax hispida,SMXHIS,Muhl.,3,syn,BRISTLY GREENBRIER,Smilacaceae,,FAC,vine,W,shade,SMTA2,,MO,native,FAC,FAC,FAC,
2691,Smilax illinoensis,SMXILL,Mangalay,6,,ILLINOIS GREENBRIER,Smilacaceae,,UPL,vine,W,shade,SMIL,,MO,native,,,,
2692,Smilax lasioneura,SMXLAS,Hook.,6,syn,PALE CARRION-FLOWER,Smilacaceae,454,FAC,forb,PE,shade,SMLA3,,MO,native,FAC,,,
2693,Smilax pulverulenta,SMXPUL,Michx.,6,syn,DOWNY CARRION-FLOWER,Smilacaceae,455,FACU,forb,PE,shade,SMPU2,E,MO,native,FACU,FACU,FACU,
2694,Smilax rotundifolia,SMXROT,L.,4,,COMMON GREENBRIER,Smilacaceae,,FAC,vine,W,shade,SMRO,,MO,native,FAC,FAC,FAC,
2695,Smilax sp.,SMILAX,ND,,,ND,Smilacaceae,,ND,ND,ND,partial,SMILA2,,MO,,,,,
2696,Solanum carolinense,SLMCAR,L.,0,,HORSE NETTLE,Solanaceae,,UPL,forb,PE,advent,SOCA3,,DI,adventive,FACU,FACU,FACU,
2697,Solanum dulcamara,SLMDUL,L.,0,,BITTERSWEET NIGHTSHADE,Solanaceae,456,FAC,vine,PE,advent,SODU,,DI,adventive,FAC,FAC,FAC,
2698,Solanum lycopersicum,SLMLYC,L.,0,,GARDEN TOMATO,Solanaceae,,FAC,forb,AN,advent,SOLY2,,DI,adventive,,,,
2699,Solanum nigrum,SLMNIG,L.,1,,BLACK NIGHTSHADE,Solanaceae,457,FACU,forb,AN,partial,SOPT7,,DI,native,FACU,,,
2700,Solanum physalifolium,SLMPHY,Rusby,0,,HAIRY NIGHTSHADE,Solanaceae,,FAC,forb,AN,advent,SOPH,,DI,adventive,,,,
2701,Solanum rostratum,SLMROS,Dunal,0,,BUFFALO-BUR,Solanaceae,458,UPL,forb,AN,advent,SORO,,DI,adventive,,,,
2702,Solanum sp.,SOLANU,ND,,,ND,Solanaceae,,ND,ND,ND,ND,SOLAN,,DI,,,,,
2703,Solanum triflorum,SLMTRI,Nutt.,0,,CUT-LEAVED NIGHTSHADE,Solanaceae,,UPL,forb,PE,advent,SOTR,,DI,adventive,,,,
2704,Solanum tuberosum,SLMTUB,L.,0,,POTATO,Solanaceae,,FACU,forb,PE,advent,SOTU,,DI,adventive,,,,
2705,Solidago arguta,SOLARG,Aiton,6,,CUT-LEAF GOLDENROD,Asteraceae,,UPL,forb,PE,partial,SOAR,X,DI,native,UPL,UPL,FACU,
2706,Solidago bicolor,SOLBIC,L.,5,,WHITE GOLDENROD,Asteraceae,,UPL,forb,PE,shade,SOBI,,DI,native,,,,
2707,Solidago caesia,SOLCAE,L.,5,,BLUE-STEMMED GOLDENROD,Asteraceae,,FACU,forb,PE,shade,SOCA4,,DI,native,FACU,FACU,FACU,
2708,Solidago canadensis,SOLCAN,L.,1,syn,CANADA GOLDENROD,Asteraceae,459,FACU,forb,PE,full,SOCA6,,DI,native,FACU,FACU,FACU,
